id_nodo,tipo,nombre,id_indicador,id_proyecto,id_fragmento,campo_origen,idioma,texto
"INDICADOR::el proyecto contribuyo a enfrentar desigualdades, exclusion o injusticia, promoviendo justicia social, equidad, inclusion y respeto a los derechos humanos.",INDICADOR,"El proyecto contribuyó a enfrentar desigualdades, exclusión o injusticia, promoviendo justicia social, equidad, inclusión y respeto a los derechos humanos.",SOC-03,,,,,
INDICADOR::numero de beneficiarios directos e indirectos.,INDICADOR,Número de beneficiarios directos e indirectos.,SOC-04,,,,,
INDICADOR::el proyecto desarrolla productos tecnologicos con participacion de actores no academicos o sectores aplicados.,INDICADOR,El proyecto desarrolla productos tecnológicos con participación de actores no académicos o sectores aplicados.,TEC-01,,,,,
INDICADOR::el proyecto incluye procesos participativos de validacion tecnologica con usuarios reales.,INDICADOR,El proyecto incluye procesos participativos de validación tecnológica con usuarios reales.,TEC-02,,,,,
INDICADOR::los resultados tecnologicos son desarrollados con potencial de comercializacion.,INDICADOR,Los resultados tecnológicos son desarrollados con potencial de comercialización.,TEC-03,,,,,
INDICADOR::el proyecto utiliza tecnologia para maximizar el impacto positivo en comunidades o actores destinatarios.,INDICADOR,El proyecto utiliza tecnología para maximizar el impacto positivo en comunidades o actores destinatarios.,TEC-04,,,,,
INDICADOR::el proyecto genera desarrollos tecnologicos originales con aplicacion demostrada fuera del ambito academico.,INDICADOR,El proyecto genera desarrollos tecnológicos originales con aplicación demostrada fuera del ámbito académico.,TEC-05,,,,,
INDICADOR::el proyecto aplica tecnologias preexistentes de forma novedosa y contextualizada para resolver problemas locales.,INDICADOR,El proyecto aplica tecnologías preexistentes de forma novedosa y contextualizada para resolver problemas locales.,TEC-06,,,,,
"INDICADOR::las soluciones tecnologicas generadas por el proyecto son adoptadas, adaptadas o sostenidas por actores de interes externos a la academia.",INDICADOR,"Las soluciones tecnológicas generadas por el proyecto son adoptadas, adaptadas o sostenidas por actores de interés externos a la academia.",TEC-07,,,,,
"INDICADOR::el proyecto genera ingresos adicionales mediante la implementacion, validacion o comercializacion de procesos, metodologias o productos nuevos o mejorados.",INDICADOR,"El proyecto genera ingresos adicionales mediante la implementación, validación o comercialización de procesos, metodologías o productos nuevos o mejorados.",ECO-01,,,,,
INDICADOR::el proyecto logra reducir costos en procesos organizativos o productivos mediante la implementacion de mejoras o innovaciones.,INDICADOR,El proyecto logra reducir costos en procesos organizativos o productivos mediante la implementación de mejoras o innovaciones.,ECO-02,,,,,
INDICADOR::el proyecto genera nuevas oportunidades laborales directas o indirectas.,INDICADOR,El proyecto genera nuevas oportunidades laborales directas o indirectas.,ECO-03,,,,,
INDICADOR::el proyecto fortalece o consolida eslabones clave de la cadena productiva y/o de suministros estrategicos.,INDICADOR,El proyecto fortalece o consolida eslabones clave de la cadena productiva y/o de suministros estratégicos.,ECO-04,,,,,
INDICADOR::el proyecto contribuye a mejorar practicas productivas sostenibles en los sectores o territorios involucrados.,INDICADOR,El proyecto contribuye a mejorar prácticas productivas sostenibles en los sectores o territorios involucrados.,ECO-05,,,,,
"INDICADOR::el proyecto impulsa el crecimiento economico de los grupos de interes (medido en tir, ingresos, calidad de vida, etc.).",INDICADOR,"El proyecto impulsa el crecimiento económico de los grupos de interés (medido en TIR, ingresos, calidad de vida, etc.).",ECO-06,,,,,
INDICADOR::el proyecto promueve capacidades productivas mediante la creacion de redes colaborativas o estrategias de economia solidaria.,INDICADOR,El proyecto promueve capacidades productivas mediante la creación de redes colaborativas o estrategias de economía solidaria.,ECO-07,,,,,
"INDICADOR::el proyecto desarrolla soluciones ambientales asociadas a servicios ecosistemicos, biodiversidad o sostenibilidad ambiental.",INDICADOR,"El proyecto desarrolla soluciones ambientales asociadas a servicios ecosistémicos, biodiversidad o sostenibilidad ambiental.",AMB-01,,,,,
"INDICADOR::el proyecto genera mejoras sostenibles en el entorno ambiental, economico y social de los grupos de interes.",INDICADOR,"El proyecto genera mejoras sostenibles en el entorno ambiental, económico y social de los grupos de interés.",AMB-02,,,,,
INDICADOR::el proyecto fortalece el bienestar fisico y mental de la poblacion.,INDICADOR,El proyecto fortalece el bienestar físico y mental de la población.,SAL-01,,,,,
INDICADOR::el proyecto contribuye a prevenir riesgos en salud publica.,INDICADOR,El proyecto contribuye a prevenir riesgos en salud pública.,SAL-02,,,,,
INDICADOR::el proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situacion de discapacidad.,INDICADOR,El proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situación de discapacidad.,SAL-03,,,,,
INDICADOR::el proyecto desarrolla intervenciones que contribuyeron a disminuir tasas de mortalidad en poblaciones especificas.,INDICADOR,El proyecto desarrolla intervenciones que contribuyeron a disminuir tasas de mortalidad en poblaciones específicas.,SAL-04,,,,,
INDICADOR::el proyecto fomenta el dialogo y la integracion entre medicina occidental y tradicional/ancestral.,INDICADOR,El proyecto fomenta el diálogo y la integración entre medicina occidental y tradicional/ancestral.,SAL-05,,,,,
INDICADOR::el proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,INDICADOR,El proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,SAL-06,,,,,
"INDICADOR::el proyecto facilita la participacion activa de los grupos de interes en procesos de formulacion, monitoreo o evaluacion de politicas publicas o iniciativas de ciencia ciudadana.",INDICADOR,"El proyecto facilita la participación activa de los grupos de interés en procesos de formulación, monitoreo o evaluación de políticas públicas o iniciativas de ciencia ciudadana.",POL-01,,,,,
"INDICADOR::numero de documentos oficiales (politica publica, leyes, regulaciones o decisiones judiciales) que citan resultados del proyecto.",INDICADOR,"Número de documentos oficiales (política pública, leyes, regulaciones o decisiones judiciales) que citan resultados del proyecto.",POL-02,,,,,
INDICADOR::numero de politicas publicas o programas gubernamentales modificados o implementados con base en hallazgos del proyecto.,INDICADOR,Número de políticas públicas o programas gubernamentales modificados o implementados con base en hallazgos del proyecto.,POL-03,,,,,
"INDICADOR::numero de manuales, herramientas o metodologias derivadas del proyecto y adoptadas por entidades estatales.",INDICADOR,"Número de manuales, herramientas o metodologías derivadas del proyecto y adoptadas por entidades estatales.",POL-04,,,,,
INDICADOR::numero de participaciones del equipo del proyecto en audiencias legislativas o judiciales.,INDICADOR,Número de participaciones del equipo del proyecto en audiencias legislativas o judiciales.,POL-05,,,,,
INDICADOR::el proyecto implica colaboracion efectiva con entidades publicas o actores sociales en la formulacion o evaluacion de politicas.,INDICADOR,El proyecto implica colaboración efectiva con entidades públicas o actores sociales en la formulación o evaluación de políticas.,POL-06,,,,,
INDICADOR::numero de informes tecnicos o documentos de politica generados desde el proyecto y entregados a entidades gubernamentales.,INDICADOR,Número de informes técnicos o documentos de política generados desde el proyecto y entregados a entidades gubernamentales.,POL-07,,,,,
"INDICADOR::numero de seminarios, talleres o capacitaciones organizadas para funcionarios publicos basadas en el proyecto.",INDICADOR,"Número de seminarios, talleres o capacitaciones organizadas para funcionarios públicos basadas en el proyecto.",POL-08,,,,,
"INDICADOR::numero de redes relacionadas con politicas publicas en las que el proyecto ha participado o contribuido a crear, conformadas por actores de diversos sectores.",INDICADOR,"Número de redes relacionadas con políticas públicas en las que el proyecto ha participado o contribuido a crear, conformadas por actores de diversos sectores.",POL-09,,,,,
ARTICULO::2-s2.0-85088984023,ARTICULO,The social balance and the relations between the sustainable development goals and the cooperative principles for colombia under a social network analysis [El Balance Social y las relaciones entre los Objetivos de Desarrollo Sostenible y los Principios Cooperativos mediante un Análisis de Redes Sociales],,2-s2.0-85088984023,,,,
FRAGMENTO::2-s2.0-85088984023::facultad::1,FRAGMENTO,2-s2.0-85088984023::facultad::1,,,2-s2.0-85088984023::facultad::1,facultad,desconocido,ESTUDIOS AMBIENTALES Y RURALES
FRAGMENTO::2-s2.0-85088984023::programa_creacion::2,FRAGMENTO,2-s2.0-85088984023::programa_creacion::2,,,2-s2.0-85088984023::programa_creacion::2,programa_creacion,desconocido,Visita FEAR
FRAGMENTO::2-s2.0-85088984023::tipo_documental::3,FRAGMENTO,2-s2.0-85088984023::tipo_documental::3,,,2-s2.0-85088984023::tipo_documental::3,tipo_documental,desconocido,ARTICLE
FRAGMENTO::2-s2.0-85088984023::investigador_docente::4,FRAGMENTO,2-s2.0-85088984023::investigador_docente::4,,,2-s2.0-85088984023::investigador_docente::4,investigador_docente,desconocido,"Alvarez Rodriguez, Juan Fernando"
FRAGMENTO::2-s2.0-85088984023::anio::5,FRAGMENTO,2-s2.0-85088984023::anio::5,,,2-s2.0-85088984023::anio::5,anio,desconocido,2020
FRAGMENTO::2-s2.0-85088984023::nombre_producto::6,FRAGMENTO,2-s2.0-85088984023::nombre_producto::6,,,2-s2.0-85088984023::nombre_producto::6,nombre_producto,mixto,The social balance and the relations between the sustainable development goals and the cooperative principles for colombia under a social network analysis [El Balance Social y las relaciones entre los Objetivos de Desarrollo Sostenible y los Principios Cooperativos mediante un Análisis de Redes Sociales]
FRAGMENTO::2-s2.0-85088984023::resumen::7,FRAGMENTO,2-s2.0-85088984023::resumen::7,,,2-s2.0-85088984023::resumen::7,resumen,en,"Objectives This article lays down two strong elements in the search for a consensus between the indicators that best represent the practices of the Social and Solidarity Economy-based economy (SSE, hereinafter) and their contribution to the Sustainable Development Goals (SDGs, hereinafter), 1) sustainability according to Brundtland, and 2) the idea that something must be achieved ""beyond GDP"" as an integral indicator of progress, always on the economic, social and environmental level The tendency for accountability upon the intrinsic aspects regarding social profitability tends to make the metrics micro. In fact, the tools based on social balance which are drawn out raise this perspective and leave out the importance of the aggregates, even if they were groups of component units of cooperativism or belonging to the SSE (sectors, communities, territories of varying levels)."
FRAGMENTO::2-s2.0-85088984023::resumen::8,FRAGMENTO,2-s2.0-85088984023::resumen::8,,,2-s2.0-85088984023::resumen::8,resumen,en,"It should also be borne in mind that if there is no reference or standard, then there is no possible comparability within entities or components of the social economy. This paper proposes an integration between the meso and macro references as benchmarks for placing the micro aspects. In addition, in the traditional comparability of the Social Economy, the negative externalities generated by SSE entities are usually waived and we find metrics that only add up and do not subtract, contributing to a lack of representation of reality and for scholars from other fields to look down on our progress as they point to it with an excessive idealization. Therefore, without forgetting the core of the issue, the objective of this work is to delve into the way in which the elements identifying cooperatives and SDGs correlate each other."
FRAGMENTO::2-s2.0-85088984023::resumen::9,FRAGMENTO,2-s2.0-85088984023::resumen::9,,,2-s2.0-85088984023::resumen::9,resumen,en,"The methodological design If the Social Balance reports the incidence of cooperative action and with it the social progress achieved, how much do the results coming from cooperatives contribute to the SDGs? This work aims at identifying which constructs relying on economic theories that govern monetary, non-monetary and convertible measurement should be taken into account. To pursue it, a measurement of Release of Resources, Social Surpluses and Merit Goods of Cooperativism. Each of these calculations is based on the fact that there is Non-Persistence in Personalist Profit Motive. Furthermore, the Release of Resources, Social Surpluses and Merit Goods stemming from cooperativism make up routines that result, technically speaking, in extended Social Transfers in Kind (STK, hereinafter), but they are on the ""expanded way""."
FRAGMENTO::2-s2.0-85088984023::resumen::10,FRAGMENTO,2-s2.0-85088984023::resumen::10,,,2-s2.0-85088984023::resumen::10,resumen,en,"These determine the differentiating factors of cooperatives (and of other social-economy-based companies) in contrast to capitalist firms. These issues are closely related to the institutionalist view regarding social and cooperative economy. On the other hand, the graphic expression of a network linking the SDGs to the Cooperative Principles either at a micro level (cooperative) or at a certain level of aggregation (whether sectorial, spatial, by type of cooperative, and/or for each component of the social economies) shapes the graph which may clarify the concepts network as far as centrality and cohesion of the network of relationships is concerned. Thus, if a node has more relationships with the rest and these are even sounder, it will be considered the head in the network."
FRAGMENTO::2-s2.0-85088984023::resumen::11,FRAGMENTO,2-s2.0-85088984023::resumen::11,,,2-s2.0-85088984023::resumen::11,resumen,en,"The node centrality can be located on the graph depicting the network based on algorithms available on UCINET 6 and Netdraw. Thus, the transversality of the cooperative principles and SDGs is inferred. As expressed above and based upon the results of the Delphi method, a group of experts on cooperativism from CIRIEC-Colombia and the Colombian cooperative community evaluate the contribution of cooperativism to the SDGs in a mode 2 data matrix on a Likert scale 1-3, from which it is possible to obtain networks based on the transversality of the cooperative principles by means of common SDGs, or of SDGs under common Cooperative Principles. In this sense, to approximate the correspondence between the 17 SDGs and the 7 Cooperative Principles, the experts will break down the goals of each of the 17 SDGs and apply a scale to the contribution of the cooperative principles towards them.: 1."
FRAGMENTO::2-s2.0-85088984023::resumen::12,FRAGMENTO,2-s2.0-85088984023::resumen::12,,,2-s2.0-85088984023::resumen::12,resumen,en,"Hard, 2. Marginal, 3. Adequate. Then, an average is obtained from the scale of the goals making up each SDG. At the same time, the relationship between the cooperative principles and the SDGs is cross checked so that the correlations offer a valuable network as regards intensity of the contribution between the nodes (Principles and Goals) involved. For the ""Core-Periphery"" analysis of the network, that is, of the most intense versus least intense interrelationships, the ""hill climbing"" algorithm is applied to UCINET 6, which adjusts itself to the ideal division of the nodes using the number of relationships for binary data in an initial split and an eigenvector for the valued data available for the matters, along with several random divisions. This algorithm iterates to fit the initial splits of the nodes and reports the best alignment."
FRAGMENTO::2-s2.0-85088984023::resumen::13,FRAGMENTO,2-s2.0-85088984023::resumen::13,,,2-s2.0-85088984023::resumen::13,resumen,en,"Results The Cooperative Principles can be characterized as specific, with a mainly internal repercussion, such as the principles of Open and Voluntary Membership, Democratic Member Control and Autonomy Training, and Information, Concern for Community and Cooperation Among Cooperatives, among others, are protagonists of an additional contribution outside the specific cooperative environment, understood as additional externalities, due to the fact that many SDGs are broken apart into goals to which, almost exclusively, one can contribute through public policies and they are not easily opened to the cooperatives' contributions."
FRAGMENTO::2-s2.0-85088984023::resumen::14,FRAGMENTO,2-s2.0-85088984023::resumen::14,,,2-s2.0-85088984023::resumen::14,resumen,en,"Another network of SDGs-cooperative principles clusters, at its core, the principles concerned with Members' Economic Participation, Equality, Education, Training, and Information, Cooperation Among Cooperatives and Concern for Community, together with the SDGs Sustainable Cities And Communities and Quality Education. The article highlights that, due to its representation of centrality, ""power"" is itself aligned with the more central nodes and the principle of Concern for Community, for being the node with the highest concentration to the contribution of the SDGs."
FRAGMENTO::2-s2.0-85088984023::resumen::15,FRAGMENTO,2-s2.0-85088984023::resumen::15,,,2-s2.0-85088984023::resumen::15,resumen,en,"Secondly, it outlines the principle of Education, Training, and Information, and so on until the most peripheral principles are reached; but nonetheless important, the relationship of Autonomy and to SDGs is likewise significant for cooperative endeavors and stands out for its capacity to contribute to the accomplishment of any SDG and ostensibly reduces with regard to the first ones. The representation of the Cooperative Principles of Concern for Community, and of Equality are also highlighted as transversal axes of the remaining cooperative principles and a good set of SDGs. This is what follows when applying the analysis of main components to the matrix of relationships between the cooperative principles and SDGs. Finally, a clustering is obtained from the cooperative principles (SDGs), which offer a certain taxonomy of possible relationships between the components of both dimensions."
FRAGMENTO::2-s2.0-85088984023::resumen::16,FRAGMENTO,2-s2.0-85088984023::resumen::16,,,2-s2.0-85088984023::resumen::16,resumen,en,"Belonging to the same cluster means that properties are shared. Thus, 4 groups of nodes are obtained. Their distinguishing features are the following ones: 1-Strong transversality. This grouping constitutes the strongest cross-cutting relationships and interdependencies between cooperative principles and the SDGs. 2-General collateral transversality. This grouping of relationships is configured on the positive externalities of cooperativism towards the more general environment. 3-Specific collateral transversality. This cluster is configured on positive externalities of cooperativism towards its more specific environment. 4-Implicit transversality. This grouping of relationships supposes potential effects of internalization towards cooperativism as an institution."
FRAGMENTO::2-s2.0-85088984023::resumen::17,FRAGMENTO,2-s2.0-85088984023::resumen::17,,,2-s2.0-85088984023::resumen::17,resumen,en,"Conclusions Once the network analysis is carried out, it is possible to derive a close relationship between the Cooperative Principles and the aims of the SDGs, and as far as the Colombian model is concerned, there is evidence that cooperatives contribute to the fulfillment of the SDGs by virtue of the enhancement of their principles. The questionnaire survey implemented to 16 Colombian cooperatives shows, for instance, that cooperatives generate between 10 and 15 percentage points of STK (expanded) on average to groups that cover diverse stakeholders. The findings emphasize that principles such as Concern for Community, and Education, Training, and Information, to mention some, are more related to the fulfillment of the SDG goals and, therefore, the practices carried out in response to these principles will tend to generate more transversal contributions."
FRAGMENTO::2-s2.0-85088984023::resumen::18,FRAGMENTO,2-s2.0-85088984023::resumen::18,,,2-s2.0-85088984023::resumen::18,resumen,en,"But this does not undermine the importance of the other cooperative principles as they play a part in the organizational environment of multiple actors making up the cooperatives. In this way, the findings reinforce cooperative identity as a core element to direct contributions of cooperatives to the decisions made under Agenda 2030. Original Value and Limitations The work notes that, at this time and because of partiality, it is feasible to reach consensus on micro, meso and macroeconomic indicators to perform comparative and differentiated analyzes regarding each geography aimed at giving a usefulness to Social Balances as an instrument for the construction of Public Policies."
FRAGMENTO::2-s2.0-85088984023::resumen::19,FRAGMENTO,2-s2.0-85088984023::resumen::19,,,2-s2.0-85088984023::resumen::19,resumen,en,"Therefore, there are still enormous challenges such as working on tools that allow bundlings between individual social balances, promoting criteria to value the release of resources generated by the differentials that cooperative members obtain for their transactions with their cooperative in relation to market prices, quantifying social"
FRAGMENTO::2-s2.0-85088984023::palabras_clave::20,FRAGMENTO,2-s2.0-85088984023::palabras_clave::20,,,2-s2.0-85088984023::palabras_clave::20,palabras_clave,en,Cooperative principles | Social balance | Social networks analysis | Social transfers in kind | Sustainable development goals
FRAGMENTO::2-s2.0-85088984023::nombre_revista_libro::21,FRAGMENTO,2-s2.0-85088984023::nombre_revista_libro::21,,,2-s2.0-85088984023::nombre_revista_libro::21,nombre_revista_libro,es,Ciriec Espana Revista De Economia Publica Social Y Cooperativa
FRAGMENTO::2-s2.0-85088984023::fuente::22,FRAGMENTO,2-s2.0-85088984023::fuente::22,,,2-s2.0-85088984023::fuente::22,fuente,desconocido,Scopus | CvLAC | Google Scholar
FRAGMENTO::2-s2.0-85088984023::coautores::23,FRAGMENTO,2-s2.0-85088984023::coautores::23,,,2-s2.0-85088984023::coautores::23,coautores,desconocido,"Conde, Miguel Ángel Alarcón;Rodríguez, Juan Fernando Álvarez"
FRAGMENTO::2-s2.0-85088984023::afiliacion_coautores::24,FRAGMENTO,2-s2.0-85088984023::afiliacion_coautores::24,,,2-s2.0-85088984023::afiliacion_coautores::24,afiliacion_coautores,es,Pontificia Universidad Javeriana; Universidad de Castilla-La Mancha
FRAGMENTO::2-s2.0-85088984023::pais_coautores::25,FRAGMENTO,2-s2.0-85088984023::pais_coautores::25,,,2-s2.0-85088984023::pais_coautores::25,pais_coautores,desconocido,Colombia; Spain
FACULTAD::estudios ambientales y rurales,FACULTAD,ESTUDIOS AMBIENTALES Y RURALES,,,,,,
PROGRAMA::visita fear,PROGRAMA,Visita FEAR,,,,,,
"INVESTIGADOR::alvarez rodriguez, juan fernando",INVESTIGADOR,"Alvarez Rodriguez, Juan Fernando",,,,,,
PALABRA_CLAVE::cooperative principles,PALABRA_CLAVE,Cooperative principles,,,,,,
PALABRA_CLAVE::social balance,PALABRA_CLAVE,Social balance,,,,,,
PALABRA_CLAVE::social networks analysis,PALABRA_CLAVE,Social networks analysis,,,,,,
PALABRA_CLAVE::social transfers in kind,PALABRA_CLAVE,Social transfers in kind,,,,,,
PALABRA_CLAVE::sustainable development goals,PALABRA_CLAVE,Sustainable development goals,,,,,,
"COAUTOR::conde, miguel angel alarcon",COAUTOR,"Conde, Miguel Ángel Alarcón",,,,,,
"COAUTOR::rodriguez, juan fernando alvarez",COAUTOR,"Rodríguez, Juan Fernando Álvarez",,,,,,
AFILIACION::pontificia universidad javeriana,AFILIACION,Pontificia Universidad Javeriana,,,,,,
AFILIACION::universidad de castilla-la mancha,AFILIACION,Universidad de Castilla-La Mancha,,,,,,
PAIS::colombia,PAIS,Colombia,,,,,,
PAIS::spain,PAIS,Spain,,,,,,
ARTICULO::2-s2.0-85141889957,ARTICULO,Consenso Colombiano de Tratamiento del Espectro de Acretismo Placentario (EAP),,2-s2.0-85141889957,,,,
FRAGMENTO::2-s2.0-85141889957::facultad::1,FRAGMENTO,2-s2.0-85141889957::facultad::1,,,2-s2.0-85141889957::facultad::1,facultad,desconocido,MEDICINA
FRAGMENTO::2-s2.0-85141889957::programa_creacion::2,FRAGMENTO,2-s2.0-85141889957::programa_creacion::2,,,2-s2.0-85141889957::programa_creacion::2,programa_creacion,desconocido,Mega Prime Medicina
FRAGMENTO::2-s2.0-85141889957::tipo_documental::3,FRAGMENTO,2-s2.0-85141889957::tipo_documental::3,,,2-s2.0-85141889957::tipo_documental::3,tipo_documental,desconocido,ARTICLE
FRAGMENTO::2-s2.0-85141889957::investigador_docente::4,FRAGMENTO,2-s2.0-85141889957::investigador_docente::4,,,2-s2.0-85141889957::investigador_docente::4,investigador_docente,desconocido,"Silva Herrera, Jaime Luis"
FRAGMENTO::2-s2.0-85141889957::anio::5,FRAGMENTO,2-s2.0-85141889957::anio::5,,,2-s2.0-85141889957::anio::5,anio,desconocido,2022
FRAGMENTO::2-s2.0-85141889957::nombre_producto::6,FRAGMENTO,2-s2.0-85141889957::nombre_producto::6,,,2-s2.0-85141889957::nombre_producto::6,nombre_producto,es,Consenso Colombiano de Tratamiento del Espectro de Acretismo Placentario (EAP)
FRAGMENTO::2-s2.0-85141889957::resumen::7,FRAGMENTO,2-s2.0-85141889957::resumen::7,,,2-s2.0-85141889957::resumen::7,resumen,mixto,"Introducción: el espectro de acretismo placentario (EAP) es una condición asociada a sangrado masivo posparto y mortalidad materna. Las guías de manejo publicadas en países de altos ingresos recomiendan la participación de grupos interdisciplinarios en hospitales con recursos suficientes para realizar procedimientos complejos. Sin embargo, algunas de las recomendaciones de estas guías resultan difíciles de aplicar en países de bajos y medianos ingresos. OBJETIVOS: este consenso busca formular recomendaciones generales para el tratamiento del EAP en Colombia. Materiales y métodos: en el consenso participaron 23 panelistas, quienes respondieron 31 preguntas sobre el tratamiento de EAP. Los panelistas fueron seleccionados con base en la participación en dos encuestas realizadas para determinar la capacidad resolutiva de hospitales en el país y la región."
FRAGMENTO::2-s2.0-85141889957::resumen::8,FRAGMENTO,2-s2.0-85141889957::resumen::8,,,2-s2.0-85141889957::resumen::8,resumen,mixto,"Se utilizó la metodología Delphi modificada, incorporando dos rondas sucesivas de discusión. Para emitir las recomendaciones el grupo tomó en cuenta la opinión de los participantes, que lograron un consenso mayor al 80 %, así como las barreras y los facilitadores para su implementación. RESULTADOS: el consenso formuló cinco recomendaciones integrando las respuestas de los panelistas. Recomendación 1. Las instituciones de atención primaria deben realizar búsqueda activa de EAP en pacientes con factores de riesgo: placenta previa e historia de miomectomía o cesárea en embarazo previo. En caso de haber signos sugestivos de EAP por ecografía, las pacientes deben ser remitidas de manera inmediata, sin tener una edad gestacional mínima, a hospitales reconocidos como centros de referencia."
FRAGMENTO::2-s2.0-85141889957::resumen::9,FRAGMENTO,2-s2.0-85141889957::resumen::9,,,2-s2.0-85141889957::resumen::9,resumen,es,"Las modalidades virtuales de comunicación y atención en salud pueden facilitar la interacción entre las instituciones de atención primaria y los centros de referencia para EAP. Se debe evaluar el beneficio y riesgo de las modalidades de telemedicina. Recomendación 2. Es necesario que se definan hospitales de referencia para EAP en cada región de Colombia, asegurando el cubrimiento de la totalidad del territorio nacional. Es aconsejable concentrar el flujo de pacientes afectadas por esta condición en unos pocos hospitales, donde haya equipos de cirujanos con entrenamiento específico en EAP, disponibilidad de recursos especializados y un esfuerzo institucional por mejorar la calidad de atención, en busca de tener mejores resultados en la salud de las gestantes con esta condición."
