numero_proyecto,id_proyecto,titulo,id_indicador,categoria,ambito,indicador,tipo_indicador,forma_evaluacion,unidad,estado,valor_detectado,evidencia,justificacion,confianza
1,2-s2.0-85070390287,The sectoral dimension of Colombian cooperativism through a Social Network Analysis [La dimensión sectorial del cooperativismo colombiano a través de un análisis de redes],POL-06,IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,El proyecto implica colaboración efectiva con entidades públicas o actores sociales en la formulación o evaluación de políticas.,CUALITATIVO,PRESENCIA,,SIN_EVIDENCIA,,,"Se propone que futuros procesos reúnan actores, pero no se evidencia colaboración efectiva en formulación o evaluación de políticas.",0.92
1,2-s2.0-85070390287,The sectoral dimension of Colombian cooperativism through a Social Network Analysis [La dimensión sectorial del cooperativismo colombiano a través de un análisis de redes],POL-07,IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,Número de informes técnicos o documentos de política generados desde el proyecto y entregados a entidades gubernamentales.,CUANTITATIVO,CONTEO,informes_documentos_politica,SIN_EVIDENCIA,,,No se reportan informes técnicos o documentos de política entregados a entidades gubernamentales.,0.99
1,2-s2.0-85070390287,The sectoral dimension of Colombian cooperativism through a Social Network Analysis [La dimensión sectorial del cooperativismo colombiano a través de un análisis de redes],POL-08,IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,"Número de seminarios, talleres o capacitaciones organizadas para funcionarios públicos basadas en el proyecto.",CUANTITATIVO,CONTEO,seminarios_talleres_capacitaciones,SIN_EVIDENCIA,,,"No se describen seminarios, talleres o capacitaciones para funcionarios públicos.",0.99
1,2-s2.0-85070390287,The sectoral dimension of Colombian cooperativism through a Social Network Analysis [La dimensión sectorial del cooperativismo colombiano a través de un análisis de redes],POL-09,IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,"Número de redes relacionadas con políticas públicas en las que el proyecto ha participado o contribuido a crear, conformadas por actores de diversos sectores.",CUANTITATIVO,CONTEO,redes,SIN_EVIDENCIA,,,No se reporta participación o creación de redes de políticas públicas por el proyecto.,0.98
2,2,"Compuestos Orgánicos Volátiles en Materiales Poliméricos Sostenibles de Uso Arquitectónico e Interiores: Caso de Estudio Pontificia Universidad Javeriana, Bogotá - Colombia [Volatile Organic Compounds in Sustainable Polymeric Materials for Architectural and Interior Use: Case Study at Pontificia Universidad Javeriana, Bogotá - Colombia] [Compostos Orgânicos Voláteis em Materiais Poliméricos Sustentáveis para Uso Arquitetônico e Interior: Estudo de Caso Pontificia Universidad Javeriana, Bogotá - Colômbia]",COL-01,CONDICIONES_COLABORACION,,"El proyecto incorpora enfoques interdisciplinarios o transdisciplinarios tanto en el planteamiento del problema como en los métodos, tipos de análisis y perspectivas conceptuales utilizadas.",CUALITATIVO,PRESENCIA,,EVIDENCIA_PARCIAL,,evaluar sus posibles impactos ambientales y de salud,El resumen integra perspectivas ambientales y de salud. No describe explícitamente un enfoque interdisciplinario o transdisciplinario en métodos y análisis.,0.82
2,2,"Compuestos Orgánicos Volátiles en Materiales Poliméricos Sostenibles de Uso Arquitectónico e Interiores: Caso de Estudio Pontificia Universidad Javeriana, Bogotá - Colombia [Volatile Organic Compounds in Sustainable Polymeric Materials for Architectural and Interior Use: Case Study at Pontificia Universidad Javeriana, Bogotá - Colombia] [Compostos Orgânicos Voláteis em Materiais Poliméricos Sustentáveis para Uso Arquitetônico e Interior: Estudo de Caso Pontificia Universidad Javeriana, Bogotá - Colômbia]",COL-02,CONDICIONES_COLABORACION,,El proyecto cuenta con la participación activa y significativa de actores externos (académicos y/o no académicos) en distintas etapas del proceso investigativo.,CUALITATIVO,PRESENCIA,,SIN_EVIDENCIA,,,No se reporta participación de actores externos en el proceso investigativo.,0.97
2,2,"Compuestos Orgánicos Volátiles en Materiales Poliméricos Sostenibles de Uso Arquitectónico e Interiores: Caso de Estudio Pontificia Universidad Javeriana, Bogotá - Colombia [Volatile Organic Compounds in Sustainable Polymeric Materials for Architectural and Interior Use: Case Study at Pontificia Universidad Javeriana, Bogotá - Colombia] [Compostos Orgânicos Voláteis em Materiais Poliméricos Sustentáveis para Uso Arquitetônico e Interior: Estudo de Caso Pontificia Universidad Javeriana, Bogotá - Colômbia]",COL-03,CONDICIONES_COLABORACION,,"Nivel de participación efectiva de actores de la comunidad, Estado, sociedad o empresa en la formulación, ejecución y evaluación del proyecto.",CUALITATIVO,NIVEL,,SIN_EVIDENCIA,,,"No se describe participación de comunidad, Estado, sociedad o empresas.",0.97
2,2,"Compuestos Orgánicos Volátiles en Materiales Poliméricos Sostenibles de Uso Arquitectónico e Interiores: Caso de Estudio Pontificia Universidad Javeriana, Bogotá - Colombia [Volatile Organic Compounds in Sustainable Polymeric Materials for Architectural and Interior Use: Case Study at Pontificia Universidad Javeriana, Bogotá - Colombia] [Compostos Orgânicos Voláteis em Materiais Poliméricos Sustentáveis para Uso Arquitetônico e Interior: Estudo de Caso Pontificia Universidad Javeriana, Bogotá - Colômbia]",ASC-01,APROPIACION_SOCIAL,,El proyecto establece mecanismos para el diálogo de saberes entre actores académicos y otros actores sociales.,CUALITATIVO,PRESENCIA,,SIN_EVIDENCIA,,,No se mencionan mecanismos de diálogo de saberes con actores sociales.,0.97
2,2,"Compuestos Orgánicos Volátiles en Materiales Poliméricos Sostenibles de Uso Arquitectónico e Interiores: Caso de Estudio Pontificia Universidad Javeriana, Bogotá - Colombia [Volatile Organic Compounds in Sustainable Polymeric Materials for Architectural and Interior Use: Case Study at Pontificia Universidad Javeriana, Bogotá - Colombia] [Compostos Orgânicos Voláteis em Materiais Poliméricos Sustentáveis para Uso Arquitetônico e Interior: Estudo de Caso Pontificia Universidad Javeriana, Bogotá - Colômbia]",ASC-02,APROPIACION_SOCIAL,,"La solución generada por el proyecto es usada, adaptada, replicada o sostenida por la comunidad, territorio o entidad beneficiaria.",CUALITATIVO,PRESENCIA,,SIN_EVIDENCIA,,,"No se reporta uso, adaptación, réplica o sostenimiento de una solución por actores beneficiarios.",0.97
2,2,"Compuestos Orgánicos Volátiles en Materiales Poliméricos Sostenibles de Uso Arquitectónico e Interiores: Caso de Estudio Pontificia Universidad Javeriana, Bogotá - Colombia [Volatile Organic Compounds in Sustainable Polymeric Materials for Architectural and Interior Use: Case Study at Pontificia Universidad Javeriana, Bogotá - Colombia] [Compostos Orgânicos Voláteis em Materiais Poliméricos Sustentáveis para Uso Arquitetônico e Interior: Estudo de Caso Pontificia Universidad Javeriana, Bogotá - Colômbia]",ASC-03,APROPIACION_SOCIAL,,"Los materiales y productos entregados son pertinentes, comprensibles, de alta calidad y valorados positivamente por los grupos de interés.",CUALITATIVO,PRESENCIA,,SIN_EVIDENCIA,,,No se describen materiales entregados ni su valoración por grupos de interés.,0.98
2,2,"Compuestos Orgánicos Volátiles en Materiales Poliméricos Sostenibles de Uso Arquitectónico e Interiores: Caso de Estudio Pontificia Universidad Javeriana, Bogotá - Colombia [Volatile Organic Compounds in Sustainable Polymeric Materials for Architectural and Interior Use: Case Study at Pontificia Universidad Javeriana, Bogotá - Colombia] [Compostos Orgânicos Voláteis em Materiais Poliméricos Sustentáveis para Uso Arquitetônico e Interior: Estudo de Caso Pontificia Universidad Javeriana, Bogotá - Colômbia]",DIV-01,DIVULGACION,,El proyecto desarrolla productos y estrategias eficaces para comunicar el conocimiento generado a públicos no especializados.,CUALITATIVO,PRESENCIA,,SIN_EVIDENCIA,,,No se reportan productos o estrategias de comunicación para públicos no especializados.,0.98
