project_id,id_indicador,evidence,posible_parafraseo,raw_response
project-row-1,DIV-04,"Para ello, se ha diseñado y fabricado un prototipo de cámara de medición de compuestos orgánicos, acoplando una serie de sensores para COVs.",False,"```json
{""applicable_indicators"": [{""id_indicador"": ""DIV-04"", ""evidence"": ""Para ello, se ha diseñado y fabricado un prototipo de cámara de medición de compuestos orgánicos, acoplando una serie de sensores para COVs.""}, {""id_indicador"": ""DIV-05"", ""evidence"": ""Para ello, se ha diseñado y fabricado un prototipo de cámara de medición de compuestos orgánicos, acoplando una serie de sensores para COVs.""}]}
```"
project-row-1,DIV-05,"Para ello, se ha diseñado y fabricado un prototipo de cámara de medición de compuestos orgánicos, acoplando una serie de sensores para COVs.",False,"```json
{""applicable_indicators"": [{""id_indicador"": ""DIV-04"", ""evidence"": ""Para ello, se ha diseñado y fabricado un prototipo de cámara de medición de compuestos orgánicos, acoplando una serie de sensores para COVs.""}, {""id_indicador"": ""DIV-05"", ""evidence"": ""Para ello, se ha diseñado y fabricado un prototipo de cámara de medición de compuestos orgánicos, acoplando una serie de sensores para COVs.""}]}
```"
project-row-1,SOC-02,"El proyecto contribuye a consolidar redes de colaboración y alianzas entre comunidades, organizaciones e instituciones.",True,"{""applicable_indicators"": [{""id_indicador"": ""SOC-02"", ""evidence"": ""El proyecto contribuye a consolidar redes de colaboración y alianzas entre comunidades, organizaciones e instituciones.""}]}
### References
- [1] Compuestos Orgánicos Volátiles en Materiales Poliméricos Sostenibles de Uso Arquitectónico e Interiores: Caso de Estudio Pontificia Universidad Javeriana, Bogotá - Colombia [Volatile Organic Compounds in Sustainable Polymeric Materials for Architectural and Interior Use: Case Study at Pontificia Universidad Javeriana, Bogotá - Colombia] [Compostos Orgânicos Voláteis em Materiais Poliméricos Sustentáveis para Uso Arquitetônico e Interior: Estudo de Caso Pontificia Universidad Javeriana, Bogotá - Colômbia]"
2-s2.0-85142381467,COL-01,The project aims to adapt an existing patient-centered digital intervention called DIALOG+ from a clinical setting to an educational setting using stakeholders' (teachers'and students') perspectives.,False,"{""applicable_indicators"": [{""id_indicador"": ""COL-01"", ""evidence"": ""The project aims to adapt an existing patient-centered digital intervention called DIALOG+ from a clinical setting to an educational setting using stakeholders' (teachers'and students') perspectives.""}, {""id_indicador"": ""COL-02"", ""evidence"": ""We aim to evaluate the feasibility, acceptability, and estimated effect of implementing this intervention as a tool for the identification and mobilization of personal and social resources.""}, {""id_indicador"": ""COL-03"", ""evidence"": ""The study consists of 3 phases: adaptation, exploration, and consolidation of the DIALOG+ tool. The adaptation phase will identify possible changes that the intervention requires on the basis of data from focus groups with teachers and students.""}, {""id_indicador"": ""ASC-01"", ""evidence"": ""The exploration phase will be an exploratory cluster randomized trial with teachers and school counselors to assess the acceptability, feasibility, and estimated effect of DIALOG+ for adolescents in school settings.""}]}"
2-s2.0-85142381467,COL-02,"We aim to evaluate the feasibility, acceptability, and estimated effect of implementing this intervention as a tool for the identification and mobilization of personal and social resources.",False,"{""applicable_indicators"": [{""id_indicador"": ""COL-01"", ""evidence"": ""The project aims to adapt an existing patient-centered digital intervention called DIALOG+ from a clinical setting to an educational setting using stakeholders' (teachers'and students') perspectives.""}, {""id_indicador"": ""COL-02"", ""evidence"": ""We aim to evaluate the feasibility, acceptability, and estimated effect of implementing this intervention as a tool for the identification and mobilization of personal and social resources.""}, {""id_indicador"": ""COL-03"", ""evidence"": ""The study consists of 3 phases: adaptation, exploration, and consolidation of the DIALOG+ tool. The adaptation phase will identify possible changes that the intervention requires on the basis of data from focus groups with teachers and students.""}, {""id_indicador"": ""ASC-01"", ""evidence"": ""The exploration phase will be an exploratory cluster randomized trial with teachers and school counselors to assess the acceptability, feasibility, and estimated effect of DIALOG+ for adolescents in school settings.""}]}"
2-s2.0-85142381467,COL-03,"The study consists of 3 phases: adaptation, exploration, and consolidation of the DIALOG+ tool. The adaptation phase will identify possible changes that the intervention requires on the basis of data from focus groups with teachers and students.",False,"{""applicable_indicators"": [{""id_indicador"": ""COL-01"", ""evidence"": ""The project aims to adapt an existing patient-centered digital intervention called DIALOG+ from a clinical setting to an educational setting using stakeholders' (teachers'and students') perspectives.""}, {""id_indicador"": ""COL-02"", ""evidence"": ""We aim to evaluate the feasibility, acceptability, and estimated effect of implementing this intervention as a tool for the identification and mobilization of personal and social resources.""}, {""id_indicador"": ""COL-03"", ""evidence"": ""The study consists of 3 phases: adaptation, exploration, and consolidation of the DIALOG+ tool. The adaptation phase will identify possible changes that the intervention requires on the basis of data from focus groups with teachers and students.""}, {""id_indicador"": ""ASC-01"", ""evidence"": ""The exploration phase will be an exploratory cluster randomized trial with teachers and school counselors to assess the acceptability, feasibility, and estimated effect of DIALOG+ for adolescents in school settings.""}]}"
2-s2.0-85142381467,ASC-01,"The exploration phase will be an exploratory cluster randomized trial with teachers and school counselors to assess the acceptability, feasibility, and estimated effect of DIALOG+ for adolescents in school settings.",False,"{""applicable_indicators"": [{""id_indicador"": ""COL-01"", ""evidence"": ""The project aims to adapt an existing patient-centered digital intervention called DIALOG+ from a clinical setting to an educational setting using stakeholders' (teachers'and students') perspectives.""}, {""id_indicador"": ""COL-02"", ""evidence"": ""We aim to evaluate the feasibility, acceptability, and estimated effect of implementing this intervention as a tool for the identification and mobilization of personal and social resources.""}, {""id_indicador"": ""COL-03"", ""evidence"": ""The study consists of 3 phases: adaptation, exploration, and consolidation of the DIALOG+ tool. The adaptation phase will identify possible changes that the intervention requires on the basis of data from focus groups with teachers and students.""}, {""id_indicador"": ""ASC-01"", ""evidence"": ""The exploration phase will be an exploratory cluster randomized trial with teachers and school counselors to assess the acceptability, feasibility, and estimated effect of DIALOG+ for adolescents in school settings.""}]}"
2-s2.0-85142381467,DIV-02,"The project will conduct an exploratory mixed methods study in public schools of postconflict areas in Tolima, Colombia. The study consists of 3 phases: adaptation, exploration, and consolidation of the DIALOG+ tool.",False,"{""applicable_indicators"": [{""id_indicador"": ""DIV-02"", ""evidence"": ""The project will conduct an exploratory mixed methods study in public schools of postconflict areas in Tolima, Colombia. The study consists of 3 phases: adaptation, exploration, and consolidation of the DIALOG+ tool.""}]}"
2-s2.0-85142381467,CUL-01,This is an innovative approach in both the school and the postconflict contexts that could help improve the mental health and wellness of adolescents in vulnerable zones in Colombia.,False,"{""applicable_indicators"": [{""id_indicador"": ""CUL-01"", ""evidence"": ""This is an innovative approach in both the school and the postconflict contexts that could help improve the mental health and wellness of adolescents in vulnerable zones in Colombia.""}, {""id_indicador"": ""DIV-04"", ""evidence"": ""We aim to evaluate the feasibility, acceptability, and estimated effect of implementing this intervention as a tool for the identification and mobilization of personal and social resources to mitigate the impact of social difficulties and to promote mental well-being.""}, {""id_indicador"": ""DIV-05"", ""evidence"": ""Número de espacios públicos promovidos por el proyecto para debatir la problemática investigativa y social más allá del ámbito académico.""}]}"
2-s2.0-85142381467,DIV-04,"We aim to evaluate the feasibility, acceptability, and estimated effect of implementing this intervention as a tool for the identification and mobilization of personal and social resources to mitigate the impact of social difficulties and to promote mental well-being.",False,"{""applicable_indicators"": [{""id_indicador"": ""CUL-01"", ""evidence"": ""This is an innovative approach in both the school and the postconflict contexts that could help improve the mental health and wellness of adolescents in vulnerable zones in Colombia.""}, {""id_indicador"": ""DIV-04"", ""evidence"": ""We aim to evaluate the feasibility, acceptability, and estimated effect of implementing this intervention as a tool for the identification and mobilization of personal and social resources to mitigate the impact of social difficulties and to promote mental well-being.""}, {""id_indicador"": ""DIV-05"", ""evidence"": ""Número de espacios públicos promovidos por el proyecto para debatir la problemática investigativa y social más allá del ámbito académico.""}]}"
2-s2.0-85142381467,DIV-05,Número de espacios públicos promovidos por el proyecto para debatir la problemática investigativa y social más allá del ámbito académico.,True,"{""applicable_indicators"": [{""id_indicador"": ""CUL-01"", ""evidence"": ""This is an innovative approach in both the school and the postconflict contexts that could help improve the mental health and wellness of adolescents in vulnerable zones in Colombia.""}, {""id_indicador"": ""DIV-04"", ""evidence"": ""We aim to evaluate the feasibility, acceptability, and estimated effect of implementing this intervention as a tool for the identification and mobilization of personal and social resources to mitigate the impact of social difficulties and to promote mental well-being.""}, {""id_indicador"": ""DIV-05"", ""evidence"": ""Número de espacios públicos promovidos por el proyecto para debatir la problemática investigativa y social más allá del ámbito académico.""}]}"
2-s2.0-85142381467,SOC-01,"El proyecto contribuye a consolidar redes de colaboración y alianzas entre comunidades, organizaciones e instituciones.",False,"{""applicable_indicators"": [{""id_indicador"": ""SOC-01"", ""evidence"": ""El proyecto contribuye a consolidar redes de colaboración y alianzas entre comunidades, organizaciones e instituciones.""}]}"
project-row-3,COL-01,"Los recientes casos de delitos económicos y financieros, fraude financiero, corrupción y malas prácticas empresariales en el ámbito empresarial local e internacional, crean la necesidad de contar con profesionales capacitados para enfrentar el reto de su investigación y análisis, que son actividades desarrolladas por la auditoría forense.",False,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""COL-01"",
      ""evidence"": ""Los recientes casos de delitos económicos y financieros, fraude financiero, corrupción y malas prácticas empresariales en el ámbito empresarial local e internacional, crean la necesidad de contar con profesionales capacitados para enfrentar el reto de su investigación y análisis, que son actividades desarrolladas por la auditoría forense.""
    },
    {
      ""id_indicador"": ""COL-02"",
      ""evidence"": ""En el presente artículo, se resaltan aspectos de suma importancia para entender por qué es importante incluir en los currículos la auditoría forense como asignatura, puntualmente en la formación del contador público. Así mismo, los contenidos temáticos que deberían abarcarse en esta asignatura, como sus conceptos, técnicas de investigación judicial, metodologías, etapas, evidencia en la auditoría forense, análisis financiero y patrimonial, informe de auditoría forense.""
    },
    {
      ""id_indicador"": ""COL-03"",
      ""evidence"": ""Nivel de participación efectiva de actores de la comunidad, Estado, sociedad o empresa en la formulación, ejecución y evaluación del proyecto.""
    },
    {
      ""id_indicador"": ""ASC-01"",
      ""evidence"": ""El proyecto establece mecanismos para el diálogo de saberes entre actores académicos y otros actores sociales.""
    }
  ]
}
```"
project-row-3,COL-02,"En el presente artículo, se resaltan aspectos de suma importancia para entender por qué es importante incluir en los currículos la auditoría forense como asignatura, puntualmente en la formación del contador público. Así mismo, los contenidos temáticos que deberían abarcarse en esta asignatura, como sus conceptos, técnicas de investigación judicial, metodologías, etapas, evidencia en la auditoría forense, análisis financiero y patrimonial, informe de auditoría forense.",False,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""COL-01"",
      ""evidence"": ""Los recientes casos de delitos económicos y financieros, fraude financiero, corrupción y malas prácticas empresariales en el ámbito empresarial local e internacional, crean la necesidad de contar con profesionales capacitados para enfrentar el reto de su investigación y análisis, que son actividades desarrolladas por la auditoría forense.""
    },
    {
      ""id_indicador"": ""COL-02"",
      ""evidence"": ""En el presente artículo, se resaltan aspectos de suma importancia para entender por qué es importante incluir en los currículos la auditoría forense como asignatura, puntualmente en la formación del contador público. Así mismo, los contenidos temáticos que deberían abarcarse en esta asignatura, como sus conceptos, técnicas de investigación judicial, metodologías, etapas, evidencia en la auditoría forense, análisis financiero y patrimonial, informe de auditoría forense.""
    },
    {
      ""id_indicador"": ""COL-03"",
      ""evidence"": ""Nivel de participación efectiva de actores de la comunidad, Estado, sociedad o empresa en la formulación, ejecución y evaluación del proyecto.""
    },
    {
      ""id_indicador"": ""ASC-01"",
      ""evidence"": ""El proyecto establece mecanismos para el diálogo de saberes entre actores académicos y otros actores sociales.""
    }
  ]
}
```"
project-row-3,COL-03,"Nivel de participación efectiva de actores de la comunidad, Estado, sociedad o empresa en la formulación, ejecución y evaluación del proyecto.",True,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""COL-01"",
      ""evidence"": ""Los recientes casos de delitos económicos y financieros, fraude financiero, corrupción y malas prácticas empresariales en el ámbito empresarial local e internacional, crean la necesidad de contar con profesionales capacitados para enfrentar el reto de su investigación y análisis, que son actividades desarrolladas por la auditoría forense.""
    },
    {
      ""id_indicador"": ""COL-02"",
      ""evidence"": ""En el presente artículo, se resaltan aspectos de suma importancia para entender por qué es importante incluir en los currículos la auditoría forense como asignatura, puntualmente en la formación del contador público. Así mismo, los contenidos temáticos que deberían abarcarse en esta asignatura, como sus conceptos, técnicas de investigación judicial, metodologías, etapas, evidencia en la auditoría forense, análisis financiero y patrimonial, informe de auditoría forense.""
    },
    {
      ""id_indicador"": ""COL-03"",
      ""evidence"": ""Nivel de participación efectiva de actores de la comunidad, Estado, sociedad o empresa en la formulación, ejecución y evaluación del proyecto.""
    },
    {
      ""id_indicador"": ""ASC-01"",
      ""evidence"": ""El proyecto establece mecanismos para el diálogo de saberes entre actores académicos y otros actores sociales.""
    }
  ]
}
```"
project-row-3,ASC-01,El proyecto establece mecanismos para el diálogo de saberes entre actores académicos y otros actores sociales.,True,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""COL-01"",
      ""evidence"": ""Los recientes casos de delitos económicos y financieros, fraude financiero, corrupción y malas prácticas empresariales en el ámbito empresarial local e internacional, crean la necesidad de contar con profesionales capacitados para enfrentar el reto de su investigación y análisis, que son actividades desarrolladas por la auditoría forense.""
    },
    {
      ""id_indicador"": ""COL-02"",
      ""evidence"": ""En el presente artículo, se resaltan aspectos de suma importancia para entender por qué es importante incluir en los currículos la auditoría forense como asignatura, puntualmente en la formación del contador público. Así mismo, los contenidos temáticos que deberían abarcarse en esta asignatura, como sus conceptos, técnicas de investigación judicial, metodologías, etapas, evidencia en la auditoría forense, análisis financiero y patrimonial, informe de auditoría forense.""
    },
    {
      ""id_indicador"": ""COL-03"",
      ""evidence"": ""Nivel de participación efectiva de actores de la comunidad, Estado, sociedad o empresa en la formulación, ejecución y evaluación del proyecto.""
    },
    {
      ""id_indicador"": ""ASC-01"",
      ""evidence"": ""El proyecto establece mecanismos para el diálogo de saberes entre actores académicos y otros actores sociales.""
    }
  ]
}
```"
project-row-3,ASC-02,"Los contenidos temáticos que deberían abarcarse en esta asignatura, como sus conceptos, técnicas de investigación judicial, metodologías, etapas, evidencia en la auditoría forense, análisis financiero y patrimonial, informe de auditoría forense.",False,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""ASC-02"",
      ""evidence"": ""Los contenidos temáticos que deberían abarcarse en esta asignatura, como sus conceptos, técnicas de investigación judicial, metodologías, etapas, evidencia en la auditoría forense, análisis financiero y patrimonial, informe de auditoría forense.""
    },
    {
      ""id_indicador"": ""DIV-02"",
      ""evidence"": ""Por otro lado, se muestra el panorama nacional de la auditoría forense y los delitos financieros en los programas de contaduría pública acreditados. Finalmente, se presenta la reflexión sobre la necesidad de que en los programas de contaduría pública en Colombia se contemplen los temas de auditoría forense con suficiente dedicación y énfasis.""
    }
  ]
}
```"
project-row-3,DIV-02,"Por otro lado, se muestra el panorama nacional de la auditoría forense y los delitos financieros en los programas de contaduría pública acreditados. Finalmente, se presenta la reflexión sobre la necesidad de que en los programas de contaduría pública en Colombia se contemplen los temas de auditoría forense con suficiente dedicación y énfasis.",False,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""ASC-02"",
      ""evidence"": ""Los contenidos temáticos que deberían abarcarse en esta asignatura, como sus conceptos, técnicas de investigación judicial, metodologías, etapas, evidencia en la auditoría forense, análisis financiero y patrimonial, informe de auditoría forense.""
    },
    {
      ""id_indicador"": ""DIV-02"",
      ""evidence"": ""Por otro lado, se muestra el panorama nacional de la auditoría forense y los delitos financieros en los programas de contaduría pública acreditados. Finalmente, se presenta la reflexión sobre la necesidad de que en los programas de contaduría pública en Colombia se contemplen los temas de auditoría forense con suficiente dedicación y énfasis.""
    }
  ]
}
```"
project-row-3,DIV-04,"Los resultados, metodologías o saberes generados por el proyecto son difundidos en formatos comprensibles, abiertos y reutilizables, y en que dichos materiales son efectivamente consultados y aprovechados por públicos diversos.",True,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""DIV-04"",
      ""evidence"": ""Los resultados, metodologías o saberes generados por el proyecto son difundidos en formatos comprensibles, abiertos y reutilizables, y en que dichos materiales son efectivamente consultados y aprovechados por públicos diversos.""
    }
  ]
}
```"
project-row-3,SOC-02,El panorama nacional de la auditoría forense y los delitos financieros en los programas de contaduría pública acreditados.,False,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""SOC-02"",
      ""evidence"": ""El panorama nacional de la auditoría forense y los delitos financieros en los programas de contaduría pública acreditados.""
    },
    {
      ""id_indicador"": ""SOC-01"",
      ""evidence"": ""Finalmente, se muestra la reflexión sobre la necesidad de que en los programas de contaduría pública en Colombia se contemplen los temas de auditoría forense con suficiente dedicación y énfasis.""
    }
  ]
}
```"
project-row-3,SOC-01,"Finalmente, se muestra la reflexión sobre la necesidad de que en los programas de contaduría pública en Colombia se contemplen los temas de auditoría forense con suficiente dedicación y énfasis.",False,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""SOC-02"",
      ""evidence"": ""El panorama nacional de la auditoría forense y los delitos financieros en los programas de contaduría pública acreditados.""
    },
    {
      ""id_indicador"": ""SOC-01"",
      ""evidence"": ""Finalmente, se muestra la reflexión sobre la necesidad de que en los programas de contaduría pública en Colombia se contemplen los temas de auditoría forense con suficiente dedicación y énfasis.""
    }
  ]
}
```"
project-row-4,COL-01,"The objective of this work is to analyze the ecopedagogical experience of the 'La Casa del Camino' foundation based on corporal practices as a tool for education and promotion of a culture of peace. Therefore, the methodological approach is centered on a cross-sectional descriptive qualitative study, through a case study, using participant observation as a form of data collection.",False,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""COL-01"",
      ""evidence"": ""The objective of this work is to analyze the ecopedagogical experience of the 'La Casa del Camino' foundation based on corporal practices as a tool for education and promotion of a culture of peace. Therefore, the methodological approach is centered on a cross-sectional descriptive qualitative study, through a case study, using participant observation as a form of data collection.""
    },
    {
      ""id_indicador"": ""COL-02"",
      ""evidence"": ""The project counts with the active participation and significant involvement of external actors (academics and/or non-academics) in various stages of the investigative process.""
    },
    {
      ""id_indicador"": ""COL-03"",
      ""evidence"": ""Level of effective participation of community actors, State, society or company in the formulation, execution, and evaluation of the project.""
    },
    {
      ""id_indicador"": ""ASC-01"",
      ""evidence"": ""The project establishes mechanisms for the dialogue of knowledge between actors academics and other social actors.""
    }
  ]
}
```"
project-row-4,COL-02,The project counts with the active participation and significant involvement of external actors (academics and/or non-academics) in various stages of the investigative process.,True,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""COL-01"",
      ""evidence"": ""The objective of this work is to analyze the ecopedagogical experience of the 'La Casa del Camino' foundation based on corporal practices as a tool for education and promotion of a culture of peace. Therefore, the methodological approach is centered on a cross-sectional descriptive qualitative study, through a case study, using participant observation as a form of data collection.""
    },
    {
      ""id_indicador"": ""COL-02"",
      ""evidence"": ""The project counts with the active participation and significant involvement of external actors (academics and/or non-academics) in various stages of the investigative process.""
    },
    {
      ""id_indicador"": ""COL-03"",
      ""evidence"": ""Level of effective participation of community actors, State, society or company in the formulation, execution, and evaluation of the project.""
    },
    {
      ""id_indicador"": ""ASC-01"",
      ""evidence"": ""The project establishes mechanisms for the dialogue of knowledge between actors academics and other social actors.""
    }
  ]
}
```"
