id_proyecto,titulo,id_fragmento,campo_origen,id_indicador,indicador,categoria,ambito,score_semantico,evidencia_original
2-s2.0-105005783887,"Co-Designing, Developing, and Testing a Mental Health Platform for Young People Using a Participatory Design Methodology in Colombia: Mixed Methods Study",2-s2.0-105005783887::palabras_clave::12,palabras_clave,SAL-06,El proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.642145,community-based participatory research | eHealth | help seeking | Latin America | low- and middle-income countries | medical informatics | mental health | patient participation | patient satisfaction | telemedicine
2-s2.0-105005783887,"Co-Designing, Developing, and Testing a Mental Health Platform for Young People Using a Participatory Design Methodology in Colombia: Mixed Methods Study",2-s2.0-105005783887::palabras_clave::12,palabras_clave,SOC-02,"El proyecto contribuye a consolidar redes de colaboración y alianzas entre comunidades, organizaciones e instituciones.",IMPACTO_MAS_ALLA_ACADEMIA,SOCIEDAD,0.561092,community-based participatory research | eHealth | help seeking | Latin America | low- and middle-income countries | medical informatics | mental health | patient participation | patient satisfaction | telemedicine
2-s2.0-105005783887,"Co-Designing, Developing, and Testing a Mental Health Platform for Young People Using a Participatory Design Methodology in Colombia: Mixed Methods Study",2-s2.0-105005783887::palabras_clave::12,palabras_clave,SAL-01,El proyecto fortalece el bienestar físico y mental de la población.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.558455,community-based participatory research | eHealth | help seeking | Latin America | low- and middle-income countries | medical informatics | mental health | patient participation | patient satisfaction | telemedicine
2-s2.0-105014027137,Subverting patriarchal narratives: a feminist approach to critical video game design through participatory methods,2-s2.0-105014027137::resumen::7,resumen,SOC-03,"El proyecto contribuyó a enfrentar desigualdades, exclusión o injusticia, promoviendo justicia social, equidad, inclusión y respeto a los derechos humanos.",IMPACTO_MAS_ALLA_ACADEMIA,SOCIEDAD,0.457409,"This article examines participatory design as a methodology for creating critical video games within the context of feminist pedagogy, focusing on the development of ""Poder Violeta 2."" The game aims to challenge sexual harassment experienced by women, feminized bodies, and gender and sexual dissidents in Bogotá's public transportation system, a context marked by some of the highest rates of insecurity for women. The design process for this new version prioritized the active involvement of women public transport users at all stages and enhanced the use of video game–specific resources, such as multiple playable characters and power-ups, to enrich gameplay and narrative depth. These strategies resulted in greater agency for the game's protagonists and more accurate representation of historically marginalized groups."
2-s2.0-105014027137,Subverting patriarchal narratives: a feminist approach to critical video game design through participatory methods,2-s2.0-105014027137::resumen::7,resumen,COL-02,El proyecto cuenta con la participación activa y significativa de actores externos (académicos y/o no académicos) en distintas etapas del proceso investigativo.,CONDICIONES_COLABORACION,,0.451995,"This article examines participatory design as a methodology for creating critical video games within the context of feminist pedagogy, focusing on the development of ""Poder Violeta 2."" The game aims to challenge sexual harassment experienced by women, feminized bodies, and gender and sexual dissidents in Bogotá's public transportation system, a context marked by some of the highest rates of insecurity for women. The design process for this new version prioritized the active involvement of women public transport users at all stages and enhanced the use of video game–specific resources, such as multiple playable characters and power-ups, to enrich gameplay and narrative depth. These strategies resulted in greater agency for the game's protagonists and more accurate representation of historically marginalized groups."
2-s2.0-105014027137,Subverting patriarchal narratives: a feminist approach to critical video game design through participatory methods,2-s2.0-105014027137::resumen::7,resumen,ASC-01,El proyecto establece mecanismos para el diálogo de saberes entre actores académicos y otros actores sociales.,APROPIACION_SOCIAL,,0.443337,"This article examines participatory design as a methodology for creating critical video games within the context of feminist pedagogy, focusing on the development of ""Poder Violeta 2."" The game aims to challenge sexual harassment experienced by women, feminized bodies, and gender and sexual dissidents in Bogotá's public transportation system, a context marked by some of the highest rates of insecurity for women. The design process for this new version prioritized the active involvement of women public transport users at all stages and enhanced the use of video game–specific resources, such as multiple playable characters and power-ups, to enrich gameplay and narrative depth. These strategies resulted in greater agency for the game's protagonists and more accurate representation of historically marginalized groups."
2-s2.0-105014027137,Subverting patriarchal narratives: a feminist approach to critical video game design through participatory methods,2-s2.0-105014027137::resumen::8,resumen,TEC-04,El proyecto utiliza tecnología para maximizar el impacto positivo en comunidades o actores destinatarios.,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,0.512778,"Qualitative transformations were observed both in the player experience and within the largely male development team, as the participatory process fostered ongoing learning and co-creation. The outcomes support the value of participatory design in generating inclusive and representative video game content, highlighting the narrative and pedagogical potential of medium-specific elements while emphasizing the empowerment and participation of historically excluded communities as a reference for future projects."
2-s2.0-105014027137,Subverting patriarchal narratives: a feminist approach to critical video game design through participatory methods,2-s2.0-105014027137::resumen::8,resumen,COL-02,El proyecto cuenta con la participación activa y significativa de actores externos (académicos y/o no académicos) en distintas etapas del proceso investigativo.,CONDICIONES_COLABORACION,,0.498452,"Qualitative transformations were observed both in the player experience and within the largely male development team, as the participatory process fostered ongoing learning and co-creation. The outcomes support the value of participatory design in generating inclusive and representative video game content, highlighting the narrative and pedagogical potential of medium-specific elements while emphasizing the empowerment and participation of historically excluded communities as a reference for future projects."
2-s2.0-105014027137,Subverting patriarchal narratives: a feminist approach to critical video game design through participatory methods,2-s2.0-105014027137::resumen::8,resumen,ASC-02,"La solución generada por el proyecto es usada, adaptada, replicada o sostenida por la comunidad, territorio o entidad beneficiaria.",APROPIACION_SOCIAL,,0.485781,"Qualitative transformations were observed both in the player experience and within the largely male development team, as the participatory process fostered ongoing learning and co-creation. The outcomes support the value of participatory design in generating inclusive and representative video game content, highlighting the narrative and pedagogical potential of medium-specific elements while emphasizing the empowerment and participation of historically excluded communities as a reference for future projects."
2-s2.0-105014099823,"Enhancing medication adherence, depression, and values-based behaviors in HIV-positive individuals through acceptance and commitment therapy: A pilot study",2-s2.0-105014099823::resumen::7,resumen,SAL-06,El proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.477759,"This pilot study evaluated the impact of the Acceptance and Commitment Therapy (ACT) matrix on values-driven behaviors, medication adherence, viral load, and depression among individuals living with HIV in a middle-income country. A randomized, non-concurrent multiple baseline design across four participants was employed. Outcomes were assessed at baseline, post-intervention, and follow-up, with daily tracking of values-driven behaviors and medication adherence throughout. Participants underwent a 7-session ACT matrix training. Results revealed increases in values-driven behaviors and improvements in medication adherence across all participants. Viral loads decreased for three participants, with two achieving undetectable levels. Depression scores improved for three participants, with changes sustained through follow-up."
2-s2.0-105014099823,"Enhancing medication adherence, depression, and values-based behaviors in HIV-positive individuals through acceptance and commitment therapy: A pilot study",2-s2.0-105014099823::resumen::7,resumen,SAL-03,El proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situación de discapacidad.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.468956,"This pilot study evaluated the impact of the Acceptance and Commitment Therapy (ACT) matrix on values-driven behaviors, medication adherence, viral load, and depression among individuals living with HIV in a middle-income country. A randomized, non-concurrent multiple baseline design across four participants was employed. Outcomes were assessed at baseline, post-intervention, and follow-up, with daily tracking of values-driven behaviors and medication adherence throughout. Participants underwent a 7-session ACT matrix training. Results revealed increases in values-driven behaviors and improvements in medication adherence across all participants. Viral loads decreased for three participants, with two achieving undetectable levels. Depression scores improved for three participants, with changes sustained through follow-up."
2-s2.0-105014099823,"Enhancing medication adherence, depression, and values-based behaviors in HIV-positive individuals through acceptance and commitment therapy: A pilot study",2-s2.0-105014099823::resumen::7,resumen,SOC-04,Número de beneficiarios directos e indirectos.,IMPACTO_MAS_ALLA_ACADEMIA,SOCIEDAD,0.462162,"This pilot study evaluated the impact of the Acceptance and Commitment Therapy (ACT) matrix on values-driven behaviors, medication adherence, viral load, and depression among individuals living with HIV in a middle-income country. A randomized, non-concurrent multiple baseline design across four participants was employed. Outcomes were assessed at baseline, post-intervention, and follow-up, with daily tracking of values-driven behaviors and medication adherence throughout. Participants underwent a 7-session ACT matrix training. Results revealed increases in values-driven behaviors and improvements in medication adherence across all participants. Viral loads decreased for three participants, with two achieving undetectable levels. Depression scores improved for three participants, with changes sustained through follow-up."
2-s2.0-105014099823,"Enhancing medication adherence, depression, and values-based behaviors in HIV-positive individuals through acceptance and commitment therapy: A pilot study",2-s2.0-105014099823::resumen::8,resumen,SAL-06,El proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.566351,"Participants described the intervention as acceptable and relevant to addressing adherence barriers and mental health concerns. Findings underscore the potential for ACT to enhance antiretroviral adherence and psychological outcomes in middle-income countries, offering a scalable, culturally adaptable intervention for improving HIV care."
2-s2.0-105014099823,"Enhancing medication adherence, depression, and values-based behaviors in HIV-positive individuals through acceptance and commitment therapy: A pilot study",2-s2.0-105014099823::resumen::8,resumen,SOC-03,"El proyecto contribuyó a enfrentar desigualdades, exclusión o injusticia, promoviendo justicia social, equidad, inclusión y respeto a los derechos humanos.",IMPACTO_MAS_ALLA_ACADEMIA,SOCIEDAD,0.514543,"Participants described the intervention as acceptable and relevant to addressing adherence barriers and mental health concerns. Findings underscore the potential for ACT to enhance antiretroviral adherence and psychological outcomes in middle-income countries, offering a scalable, culturally adaptable intervention for improving HIV care."
2-s2.0-105014099823,"Enhancing medication adherence, depression, and values-based behaviors in HIV-positive individuals through acceptance and commitment therapy: A pilot study",2-s2.0-105014099823::resumen::8,resumen,SAL-03,El proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situación de discapacidad.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.502561,"Participants described the intervention as acceptable and relevant to addressing adherence barriers and mental health concerns. Findings underscore the potential for ACT to enhance antiretroviral adherence and psychological outcomes in middle-income countries, offering a scalable, culturally adaptable intervention for improving HIV care."
2-s2.0-105014099823,"Enhancing medication adherence, depression, and values-based behaviors in HIV-positive individuals through acceptance and commitment therapy: A pilot study",2-s2.0-105014099823::palabras_clave::9,palabras_clave,SOC-04,Número de beneficiarios directos e indirectos.,IMPACTO_MAS_ALLA_ACADEMIA,SOCIEDAD,0.460245,Acceptance and commitment therapy | ACT matrix | Depression | HIV | Medication adherence | Psychological flexibility | Values-based behavior
2-s2.0-105014099823,"Enhancing medication adherence, depression, and values-based behaviors in HIV-positive individuals through acceptance and commitment therapy: A pilot study",2-s2.0-105014099823::palabras_clave::9,palabras_clave,SAL-06,El proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.451,Acceptance and commitment therapy | ACT matrix | Depression | HIV | Medication adherence | Psychological flexibility | Values-based behavior
2-s2.0-105014099823,"Enhancing medication adherence, depression, and values-based behaviors in HIV-positive individuals through acceptance and commitment therapy: A pilot study",2-s2.0-105014099823::palabras_clave::9,palabras_clave,SAL-03,El proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situación de discapacidad.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.432638,Acceptance and commitment therapy | ACT matrix | Depression | HIV | Medication adherence | Psychological flexibility | Values-based behavior
2-s2.0-105020034198,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial,2-s2.0-105020034198::nombre_producto::6,nombre_producto,SAL-01,El proyecto fortalece el bienestar físico y mental de la población.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.427102,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial
2-s2.0-105020034198,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial,2-s2.0-105020034198::resumen::7,resumen,SAL-01,El proyecto fortalece el bienestar físico y mental de la población.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.517106,"Background: Educational settings are ideal for promoting mental well-being and resilience in children. The challenges of the COVID-19 pandemic made evident the important role that teachers and school counselors play in the mental health of their students. Therefore, it is imperative to develop and implement cost-effective interventions that allow them to identify and address mental health problems early, especially in post–armed conflict areas, to reduce the burden of mental disorders in this population. Objective: This study aimed to adapt an existing patient-focused digital intervention called DIALOG+ from an adult clinical setting to an adolescent educational setting and to assess the feasibility, acceptability, and estimated effect of implementing this intervention as a tool for promoting quality of life, mental well-being, and resilience."
2-s2.0-105020034198,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial,2-s2.0-105020034198::resumen::7,resumen,SAL-06,El proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.489528,"Background: Educational settings are ideal for promoting mental well-being and resilience in children. The challenges of the COVID-19 pandemic made evident the important role that teachers and school counselors play in the mental health of their students. Therefore, it is imperative to develop and implement cost-effective interventions that allow them to identify and address mental health problems early, especially in post–armed conflict areas, to reduce the burden of mental disorders in this population. Objective: This study aimed to adapt an existing patient-focused digital intervention called DIALOG+ from an adult clinical setting to an adolescent educational setting and to assess the feasibility, acceptability, and estimated effect of implementing this intervention as a tool for promoting quality of life, mental well-being, and resilience."
2-s2.0-105020034198,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial,2-s2.0-105020034198::resumen::7,resumen,SAL-03,El proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situación de discapacidad.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.43386,"Background: Educational settings are ideal for promoting mental well-being and resilience in children. The challenges of the COVID-19 pandemic made evident the important role that teachers and school counselors play in the mental health of their students. Therefore, it is imperative to develop and implement cost-effective interventions that allow them to identify and address mental health problems early, especially in post–armed conflict areas, to reduce the burden of mental disorders in this population. Objective: This study aimed to adapt an existing patient-focused digital intervention called DIALOG+ from an adult clinical setting to an adolescent educational setting and to assess the feasibility, acceptability, and estimated effect of implementing this intervention as a tool for promoting quality of life, mental well-being, and resilience."
2-s2.0-105020034198,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial,2-s2.0-105020034198::resumen::8,resumen,POL-04,"Número de manuales, herramientas o metodologías derivadas del proyecto y adoptadas por entidades estatales.",IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,0.518238,"Methods: We conducted an exploratory mixed methods study in 2 public schools in postconflict areas in Tolima, Colombia. This study was conducted in 3 phases. In the adaptation phase, focus groups were conducted with students and teachers to identify changes required in DIALOG+ for it to be used in the school setting. The exploration phase consisted of an exploratory cluster randomized controlled trial. A total of 14 clusters, each with 1 teacher and 5 students, were randomly allocated to either the experimental (DIALOG+S) group or to an active control group (counseling as usual). Teachers in both groups delivered the intervention once a month for 6 months. Through screening scales, information was collected on mental health symptoms, quality of life, self-esteem, resilience, and family functionality before and after the intervention."
2-s2.0-105020034198,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial,2-s2.0-105020034198::resumen::8,resumen,ASC-02,"La solución generada por el proyecto es usada, adaptada, replicada o sostenida por la comunidad, territorio o entidad beneficiaria.",APROPIACION_SOCIAL,,0.50184,"Methods: We conducted an exploratory mixed methods study in 2 public schools in postconflict areas in Tolima, Colombia. This study was conducted in 3 phases. In the adaptation phase, focus groups were conducted with students and teachers to identify changes required in DIALOG+ for it to be used in the school setting. The exploration phase consisted of an exploratory cluster randomized controlled trial. A total of 14 clusters, each with 1 teacher and 5 students, were randomly allocated to either the experimental (DIALOG+S) group or to an active control group (counseling as usual). Teachers in both groups delivered the intervention once a month for 6 months. Through screening scales, information was collected on mental health symptoms, quality of life, self-esteem, resilience, and family functionality before and after the intervention."
2-s2.0-105020034198,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial,2-s2.0-105020034198::resumen::8,resumen,TEC-07,"Las soluciones tecnológicas generadas por el proyecto son adoptadas, adaptadas o sostenidas por actores de interés externos a la academia.",IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,0.489061,"Methods: We conducted an exploratory mixed methods study in 2 public schools in postconflict areas in Tolima, Colombia. This study was conducted in 3 phases. In the adaptation phase, focus groups were conducted with students and teachers to identify changes required in DIALOG+ for it to be used in the school setting. The exploration phase consisted of an exploratory cluster randomized controlled trial. A total of 14 clusters, each with 1 teacher and 5 students, were randomly allocated to either the experimental (DIALOG+S) group or to an active control group (counseling as usual). Teachers in both groups delivered the intervention once a month for 6 months. Through screening scales, information was collected on mental health symptoms, quality of life, self-esteem, resilience, and family functionality before and after the intervention."
2-s2.0-105020034198,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial,2-s2.0-105020034198::resumen::10,resumen,SAL-01,El proyecto fortalece el bienestar físico y mental de la población.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.513597,"Conclusions: Our results are encouraging and show that the DIALOG+S intervention is feasible and acceptable as a promising opportunity to promote well-being and prevent and identify mental health problems in the school context in a postconflict area in Colombia. Larger, fully powered studies are warranted to properly assess the efficacy and potential impact of the intervention and to refine implementation plans. Trial Registration: International Standard Randomised Controlled Trial Number (ISRCTN) registry ISRCTN14396374; https://www.isrctn.com/ISRCTN14396374"
2-s2.0-105020034198,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial,2-s2.0-105020034198::resumen::10,resumen,SAL-06,El proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.479104,"Conclusions: Our results are encouraging and show that the DIALOG+S intervention is feasible and acceptable as a promising opportunity to promote well-being and prevent and identify mental health problems in the school context in a postconflict area in Colombia. Larger, fully powered studies are warranted to properly assess the efficacy and potential impact of the intervention and to refine implementation plans. Trial Registration: International Standard Randomised Controlled Trial Number (ISRCTN) registry ISRCTN14396374; https://www.isrctn.com/ISRCTN14396374"
2-s2.0-105020034198,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial,2-s2.0-105020034198::resumen::10,resumen,SAL-03,El proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situación de discapacidad.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.469004,"Conclusions: Our results are encouraging and show that the DIALOG+S intervention is feasible and acceptable as a promising opportunity to promote well-being and prevent and identify mental health problems in the school context in a postconflict area in Colombia. Larger, fully powered studies are warranted to properly assess the efficacy and potential impact of the intervention and to refine implementation plans. Trial Registration: International Standard Randomised Controlled Trial Number (ISRCTN) registry ISRCTN14396374; https://www.isrctn.com/ISRCTN14396374"
2-s2.0-105020034198,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial,2-s2.0-105020034198::palabras_clave::11,palabras_clave,DIV-05,Número de espacios públicos promovidos por el proyecto para debatir la problemática investigativa y social más allá del ámbito académico.,DIVULGACION,,0.551727,adolescents | armed conflict | DIALOG+ | DIALOG+S | digital intervention | mental health | mobile phone | psychosocial intervention | school
2-s2.0-105020034198,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial,2-s2.0-105020034198::palabras_clave::11,palabras_clave,SAL-01,El proyecto fortalece el bienestar físico y mental de la población.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.512765,adolescents | armed conflict | DIALOG+ | DIALOG+S | digital intervention | mental health | mobile phone | psychosocial intervention | school
